order,name,address,hours,closed_days,parking,dog_area,dog_menu,rules,intro,memo,official_site_url,instagram_url,extra_memo,google_maps_url,other_source_urls,tabelog_url,is_visited,is_hidden,published_slug
30,鈴木屋商店,東京都府中市本町1-2-3 ソネット府中,営業時間は店舗案内に準ずる,不定休,なし（近隣コインパーキング利用）,店内OK,あり,,本町の米穀店で、飲食店というより愛犬用フードやおやつの買い物先として便利な一軒です。ワンコ関連商品を探したい時に立ち寄れます。,通常の飲食店と異なり、同伴エリアの概念は薄めです。犬用フードやおやつの取り扱いがある点を目的に利用するイメージです。,,,ワンコのフードやオヤツ売ってます,https://www.google.com/maps/place/%E9%88%B4%E6%9C%A8%E5%B1%8B%E5%95%86%E5%BA%97/data=!4m2!3m1!1s0x6018e4e57e5ba5f5:0x30cceb30dc826435,https://el.e-shops.jp/local/nsh/7267618795,https://tabelog.com/tokyo/A1326/A132602/13144510/,true,false,fuchu-38
31,モンマスティー 東府中店,東京都府中市緑町3-18-2,11:00〜20:00,水曜日,なし,外席（ベンチ）,なし,,東府中のテイクアウト紅茶店で、ドリンク片手に外のベンチで休めます。散歩途中の短い休憩に向いた一軒です。,外席はベンチのみで、利用情報はシンプルです。水曜休み、駐車場なし。,http://www.monmouth.jp/,https://www.instagram.com/monmouth_tea.higashifuchu/,外席ベンチがあります,https://www.google.com/maps/place/%E3%83%A2%E3%83%B3%E3%83%9E%E3%82%B9%E3%83%86%E3%82%A3%E3%83%BC+%E6%9D%B1%E5%BA%9C%E4%B8%AD%E5%BA%97/data=!4m2!3m1!1s0x6018e50e1ca9d665:0x10f6ddb655a9791e,https://tabelog.com/tokyo/A1326/A132602/13261008/|https://x.com/monmouth_fuchu,https://tabelog.com/tokyo/A1326/A132602/13261008/,true,false,fuchu-10
32,京風たこ焼き紅葉,東京都府中市朝日町2-22-7,11:00〜20:30,火曜日,なし（近隣コインパーキング利用）,外席・ベンチ席,なし,,多磨駅ロータリー近くの京風たこ焼き店で、ベンチスペースを使って愛犬と一緒に立ち寄れます。駅近で使いやすい軽食スポットです。,同伴は外のベンチスペース。火曜定休で、近隣コインパーキング利用です。,,,西武多摩川線・多磨駅ロータリー傍のたこ焼き屋、イートイン用のベンチスぺースあり。,https://www.google.com/maps/place/%E7%B4%85%E8%91%89/data=!4m2!3m1!1s0x6018e5682d47aebd:0x52c80d67612b0ec2,https://tabelog.com/tokyo/A1326/A132602/13129182/|https://www.ubereats.com/jp-en/store/京風たこ焼き-紅葉-kyouhutakoyaki-momiji/po2yaI-8WrixNu7cyqhV4A,https://tabelog.com/tokyo/A1326/A132602/13129182/,true,false,fuchu-39
33,越中屋酒店,東京都府中市美好町2-44-3,11:00〜23:00（府中タウン新聞・2015年8月取材時点）,日曜に不定休（同記事）,なし（同記事）,外席・ベンチ席,なし,,美好町の酒店で、角打ちに近い雰囲気を店頭ベンチで楽しめる一軒です。愛犬同伴は外のベンチ席のみです。,喫煙席を兼ねた店頭ベンチが同伴エリア。つまみは店内の商品購入スタイルで、営業時間や定休は古い取材記事ベースのため最新確認推奨です。,,,喫煙席を兼ねた店頭ベンチ席ワンコ🆗、日除け・雨除け・風除けいずれもなし。角打ちに近い形態。つまみは店内の市販商品を購入。,https://www.google.com/maps/place/%EF%BC%88%E6%9C%89%EF%BC%89%E8%B6%8A%E4%B8%AD%E5%B1%8B%E9%85%92%E5%BA%97/data=!4m2!3m1!1s0x6018e46077498fe9:0xbbe2c7ce28cd3d14,http://fuchutown.com/?p=3826|https://hitosara.com/0031424339/,https://tabelog.com/tokyo/A1326/A132602/13204555/,true,true,fuchu-40
34,茶房山もも,東京都府中市紅葉丘2-29-6 丸忠山田ビル,夏季 9:00〜18:30 / 冬季 9:00〜17:00,不定休,あり,テラス席,なし,,紅葉丘にある茶房で、ガーデン風のテラス席が魅力です。愛犬とゆっくりお茶時間を楽しみたい日に向きます。,同伴はテラス席のみ。不定休のため、来店前に営業確認をしておくと安心です。,,,テラス席ワンコ🆗、ガーデン風で雰囲気良し。,https://www.google.com/maps/place/%E8%8C%B6%E6%88%BF%E5%B1%B1%E3%82%82%E3%82%82/data=!4m2!3m1!1s0x6018e5699b3d8737:0x63ef06d9082f4e3e,https://www.hotpepper.jp/strJ000749950/|https://hitosara.com/0031110589/|https://fjl3.sokowonantoka.com/coffee/,https://tabelog.com/tokyo/A1326/A132602/13106850/,true,false,fuchu-41
35,サロン・ド・カモシタ,東京都府中市本宿町2-12-11,11:30〜15:00 / 18:00〜23:00,木曜日,あり,店内OK,なし,他のお客様への配慮を前提に利用,本宿町の店で、店内に愛犬同伴できる一軒です。周囲のお客様への配慮を前提に、落ち着いて利用したいタイプです。,利用時は他のお客様の了承が条件というメモあり。混雑時間帯より、比較的落ち着いたタイミングの方が使いやすそうです。,,https://www.facebook.com/Salonkamoshita/,"店内ワンコ🆗。
他の利用客から利用同意が得られるのが条件。",https://www.google.com/maps/place/%E3%82%B5%E3%83%AD%E3%83%B3%E3%83%BB%E3%83%89%E3%83%BB%E3%82%AB%E3%83%A2%E3%82%B7%E3%82%BF/data=!4m2!3m1!1s0x6018e489e8c50eed:0xebf917bf8f93f5eb,https://www.ekiten.jp/shop_74966665/|http://fuchutown.com/?p=3853/,https://tabelog.com/tokyo/A1326/A132602/13085209/,true,false,fuchu-42
36,ロイヤルホスト 府中東店,東京都府中市八幡町2-25-1,08:00〜23:00,無休,あり,テラス席のみ,なし,,八幡町のロイヤルホストで、定番メニューをテラス席で楽しめます。日除けがあるので外席でも比較的過ごしやすい店舗です。,同伴はテラス席のみ。朝から夜まで営業しており、駐車場もあるため車移動の休憩候補にもなります。,https://www.royalhost.jp/,https://www.instagram.com/royalhost_official/,テラス席ワンコ🆗、日除けあり。,https://www.google.com/maps/place/%E3%83%AD%E3%82%A4%E3%83%A4%E3%83%AB%E3%83%9B%E3%82%B9%E3%83%88%E5%BA%9C%E4%B8%AD%E6%9D%B1%E5%BA%97/data=!4m2!3m1!1s0x6018e4e32fa74039:0xd2ec64efe50896de,https://www.royalhost.jp/infomation/faq/,https://tabelog.com/tokyo/A1326/A132602/13095156/,true,false,fuchu-11
37,cafe bond,東京都府中市是政5-2-8,月・火・木・金・土 9:30〜17:00,水・日・祝,なし（近隣コインパーキング利用）,テラス席,なし,,是政のカフェで、店頭のテラス1卓を愛犬と利用できます。こぢんまりとした席で静かに過ごしたい時に向く一軒です。,同伴できるのは屋根付きの店頭テラス1卓のみ。席数が少ないため、混雑時は利用しづらい可能性があります。,https://cafebond.jp/,https://www.instagram.com/bond.koremasa528/,テラス席ワンコ🆗、店頭の１卓のみ、屋根あり。,https://www.google.com/maps/place/cafe+bond/data=!4m2!3m1!1s0x6018e5da931121a7:0xe8b90fd03c58b920,https://imatama.jp/contents/tokuhain/fuchu/cafebond/|https://san-tatsu.jp/spots/91424/,https://tabelog.com/tokyo/A1326/A132602/13256055/,true,false,fuchu-43
38,MR.coffeestand/hamburger,東京都府中市西府町1-46-5,火〜土 10:00〜16:00,月・日,なし（近隣コインパーキング利用）,店頭キッチンカー前の外席・美容室内カフェスペース,なし,,西府町の美容室敷地内にある常設キッチンカーで、ハンバーガーとコーヒーを気軽に楽しめます。外席中心で愛犬と立ち寄りやすい一軒です。,店頭の外席に加え、美容室内のカフェスペースも混雑していなければ利用可という条件付き。火〜土の昼営業です。,,https://www.instagram.com/mr.coffeestand/,美容室の敷地内の常設キッチンカー、美容室内にカフェスペースがあり混雑していなければ、ワンコ🆗でイートイン利用可,https://www.google.com/maps/place/MR.coffeestand%2Fhamburger/data=!4m2!3m1!1s0x60189349b17c894b:0x8faa5e157b24f4b8,https://hitosara.com/0031673016/|https://sanshouzi.net/2023/07/11/,https://tabelog.com/tokyo/A1326/A132602/13293535/,true,false,fuchu-44
39,リブラ カフェ ルイ,東京都府中市南町6-26-8,営業時間は店舗案内に準ずる,不定休,なし（近隣コインパーキング利用）,店内OK,なし,,南町のカフェで、店内に愛犬同伴できる一軒です。近所使いでゆっくり過ごしたい日に向きます。,営業時間と定休は店舗案内に準ずるため、訪問前の確認がおすすめ。データ上の同伴条件は比較的シンプルです。,,,店内ワンコ🆗,https://www.google.com/maps/place/%E3%83%AA%E3%83%96%E3%83%A9+%E3%82%AB%E3%83%95%E3%82%A7+%E3%83%AB%E3%82%A4/data=!4m2!3m1!1s0x6018e4c3a3f627ef:0xef6ab229fddfd740,https://r.gnavi.co.jp/nh50jhbc0000/,https://tabelog.com/tokyo/A1326/A132602/13238890/,true,false,fuchu-45
40,シェ アンディ ラボ（chez andy labo）,東京都府中市府中町2-20-13 遠藤ビル1F,平日13:00〜18:00・土日祝11:00〜18:00,不定休あり（食べログ注記）,なし（食べログ）,外席・ベンチ席,なし,,府中町の人気かき氷店で、店頭ベンチ席なら愛犬と一緒に立ち寄れます。季節感のある甘味を楽しみたい時に向く一軒です。,同伴は店頭ベンチのみ。テイクアウトやベンチ向けメニューの記録があり、店内利用前提ではなく外席利用向きです。,,https://www.instagram.com/chez.andy.labo,かき氷が有名。ドリンクなども頂ける。店頭ベンチのみワンコ🆗。テイクアウト＆ベンチ用のかき氷メニューあり。,https://www.google.com/maps/place/%E3%82%B7%E3%82%A7+%E3%82%A2%E3%83%B3%E3%83%87%E3%82%A3+%E3%83%A9%E3%83%9C/data=!4m2!3m1!1s0x6018e4fc79c004ab:0x994f75742a420025,https://tabelog.com/tokyo/A1326/A132602/13110037/|https://www.facebook.com/profile.php?id=100057105504502,https://tabelog.com/tokyo/A1326/A132602/13110037/,true,false,fuchu-46
41,モスバーガー 東府中店,東京都府中市緑町3-8-7,09:00～21:00,無休,なし（近隣コインパーキング利用）,テラス席のみ,なし,,東府中駅近くのモスバーガーで、屋根付きテラスを愛犬と利用できます。気軽な食事や休憩に使いやすいチェーン店です。,同伴はテラス席のみ。屋根付きなので多少の天候変化に対応しやすく、駐車場情報は近隣コインパーキング前提です。,https://www.mos.jp/,https://www.instagram.com/mosburger_japan/,テラス席ワンコ🆗、屋根あり,https://www.google.com/maps/place/%E3%83%A2%E3%82%B9%E3%83%90%E3%83%BC%E3%82%AC%E3%83%BC+%E6%9D%B1%E5%BA%9C%E4%B8%AD%E5%BA%97/data=!4m2!3m1!1s0x6018e5191cb132a3:0xb824ccc460e1073b,https://netorder.mos.co.jp/pc/event_shop_detail/04135|https://r.gnavi.co.jp/hp2bsed80000/,https://tabelog.com/tokyo/A1326/A132602/13090586/,true,false,fuchu-12
42,蕎藤（手打ちそば）,東京都府中市緑町1丁目18-2,11:30～14:30、17:00～21:00（売切終了あり）／ラストオーダー14:00・20:00,水曜、第3火曜,3台可,テラス席,なし,店内全席禁煙,緑町の手打ちそば店で、テラス席なら愛犬同伴可です。落ち着いた食事を外席で楽しみたい時に向きます。,屋根や仕切りがあり、日除け・雨除け・風除けはある程度確保。水曜と第3火曜が休みで、駐車場は3台分あります。,http://www.soba-kyoudou.com/,,テラス席ワンコ🆗、仕切りや屋根があるため、日除け・雨除け・風除けいずれもある程度は問題なし。,https://www.google.com/maps/place/%E8%95%8E%E8%97%A4/data=!4m2!3m1!1s0x6018e51ed292b181:0x438df91b581595d7,,https://tabelog.com/tokyo/A1326/A132602/13241512/,true,false,fuchu-47
43,ワインテラス ユーメ（Wine Terrace Yu-me）,東京都府中市宮町2-4-2,11:30〜14:30 / 17:30〜22:00,月曜日,なし（近隣コインパーキング利用）,テラス席のみ,なし,,宮町のワインテラスで、創作イタリアンとワインを楽しめます。愛犬同伴はテラス席のみです。,テラスには日除けと雨除けがある一方、風除けはありません。月曜休みで、落ち着いた食事向けの一軒です。,http://wineterraceyume.com,https://instagram.com/wineterraceyume,テラス席ワンコ🆗、日除け・雨除けあり。風除けなし。,https://www.google.com/maps/place/%E3%83%AF%E3%82%A4%E3%83%B3%E3%83%86%E3%83%A9%E3%82%B9%E3%83%A6%E3%83%BC%E3%83%A1%E5%BA%9C%E4%B8%AD%E5%B8%82%E3%82%A4%E3%82%BF%E3%83%AA%E3%82%A2%E3%83%B3/data=!4m2!3m1!1s0x6018e4e4591185fd:0xc2828165a32e1742,https://wineterraceyume.com/contact,https://tabelog.com/tokyo/A1326/A132602/13170153/,true,false,fuchu-13
44,428cafe+,東京都府中市四谷2丁目41-3,カフェ11:00～18:00（ランチ15:00まで）／ディナー完全予約18:00・19:00～,月曜（月曜が祝日の場合は翌日休み）,提携・近隣駐車4台等（敷地内に駐車場なしと公式記載）,テラス席,なし,,四谷のカフェで、テラス席なら愛犬と一緒に過ごせます。昼カフェと予約制ディナーで表情が変わる一軒です。,テラス席はパラソルによる日除けのみ。月曜休みで、敷地内駐車場はないものの提携・近隣駐車の案内があります。,https://428cafe.com/,https://www.instagram.com/btf.428cafe,テラス席ワンコ🆗です、日よけのパラソルのみ,https://www.google.com/maps/place/428cafe%2B/data=!4m2!3m1!1s0x6018e5cdc169736f:0xe253346ff4538dab,https://btf-428cafe.com/contact,https://tabelog.com/tokyo/A1326/A132602/13257850/,true,false,fuchu-48
45,cafe dining giraffe,東京都府中市若松町1丁目1-4 ライトルヴェ 1F,月～金18:00～翌3:00（21:00～バー）／土日祝11:00～翌3:00（21:00～バー）,火曜、第1・第3月曜、その他不定休,無,テラス席,なし,店内全面禁煙・店外に喫煙スペース（GORP）,若松町のカフェダイニングで、昼は食事、夜はバー使いもできる一軒です。愛犬同伴はテラス席のみです。,テラス席は日除けと雨除けあり。深夜帯まで営業する日もあるため、同伴時は時間帯と周辺環境を見て使い分けると安心です。,https://giraffe-fuchu.com/,,テラス席ワンコ🆗です、日除け雨除けあり,https://www.google.com/maps/place/cafe+dining+giraffe+%E3%82%AB%E3%83%95%E3%82%A7%E3%83%80%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%B0+%E3%82%B8%E3%83%A9%E3%83%95/data=!4m2!3m1!1s0x6018e50e6c504c39:0x260295837b4d6ba9,,https://tabelog.com/tokyo/A1326/A132602/13180455/,true,false,fuchu-49
46,お食事処ちゃちゃ 府中店,東京都府中市府中町2丁目1-8 ロイヤルパレス 1F,月～金昼11:30～15:00／月～日・祝前・祝夜17:00～24:00（L.O.等はGORP表記）,不定休日あり,無（目の前コインパーキング）,テラス席,なし,加熱式たばこ店内可・紙たばこはテラス等（GORP）。コース名にテラスこたつ等の記載あり,府中町の定食とお酒を楽しめる店で、店頭テラス席なら愛犬同伴可です。食事メインでも立ち寄りやすい雰囲気があります。,冬はヒーターが出るとのメモあり。日除け・雨除け・風除けはなく、喫煙ルールや席の使い方は GORP 系の案内も確認推奨です。,,,店頭テラス席ワンコ🆗、日除け・雨除け・風除けいずれもなし。冬はヒーターが出る。定食がとてもおいしい。,https://www.google.com/maps/place/%E3%81%8A%E9%A3%9F%E4%BA%8B%E5%87%A6%E3%81%A1%E3%82%83%E3%81%A1%E3%82%83/data=!4m2!3m1!1s0x6018e59df54753f3:0xf05ca06ba6c335d6,,https://tabelog.com/tokyo/A1326/A132602/13256668/,true,false,fuchu-50
47,タリーズコーヒー MINANO分倍河原店,東京都府中市片町3丁目22-26,月〜金 8:00〜20:00 / 土日祝 9:00〜20:00,年中無休,施設案内に準ずる,外席・ベンチ席,なし,,MINANO分倍河原1階のタリーズで、屋根付きの外席を愛犬と利用できます。買い物や乗り換えの合間の休憩に便利です。,同伴は外席・ベンチ系エリア。商業施設内のため、営業時間や駐車場は MINANO 側の案内と合わせて確認すると確実です。,https://shop.tullys.co.jp/detail/1001476,,外席ワンコ🆗、商業施設1Fで屋根あり,https://www.google.com/maps/place/%E3%82%BF%E3%83%AA%E3%83%BC%E3%82%BA%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC+MINANO%E5%88%86%E5%80%8D%E6%B2%B3%E5%8E%9F%E5%BA%97/data=!4m2!3m1!1s0x6018e4ed8210dfc5:0x149acd358d4c38a7,https://shop.tullys.co.jp/detail/4570495,https://tabelog.com/tokyo/A1326/A132602/13090623/,true,false,fuchu-51
48,府中餃子バルあわ屋,東京都府中市宮西町2-3-1,平日 17:00〜24:00 / 土日祝 15:00〜24:00,不定休,なし（近隣コインパーキング利用）,テラス席OK,なし,,宮西町の餃子バルで、テラス席でも快適に過ごしやすい設備が整っています。愛犬と一緒にしっかり食事したい時にも向く一軒です。,テラスは屋根・風除けに加え、スポットクーラーと業務用ヒーターあり。季節を問わず比較的使いやすい外席です。,,https://www.instagram.com/f_awaya/,テラス席ワンコ🆗、屋根あり、風除けあり、スポットクーラーあり、業務用のスポットヒーターあり(真冬でもとても暖かい),https://www.google.com/maps/place/%E5%BA%9C%E4%B8%AD%E9%A4%83%E5%AD%90%E3%83%90%E3%83%AB%E3%81%82%E3%82%8F%E5%B1%8B/data=!4m2!3m1!1s0x6018e4faab110001:0xf865bf89fb10264f,,https://tabelog.com/tokyo/A1326/A132602/13196818/,true,false,fuchu-14
49,wineshop.il.savino,東京都府中市宮西町4丁目4-3,月〜水・金・土 13:00〜24:00 / 日 13:00〜17:00,木曜日,なし（近隣コインパーキング利用）,テラス席,なし,,宮西町のワインショップで、テラス席なら愛犬同伴可です。夕方は周囲の建物で日陰になりやすい外席です。,雨除け・風除けはなし。建物に囲まれているため、時間帯によって日差しの当たり方が変わります。,,,テラス席ワンコ🆗です、周囲が建物に囲まれてて、日が傾く時間は日かげになる、雨除け風除けなし,https://www.google.com/maps/place/%E3%83%AF%E3%82%A4%E3%83%B3%E3%82%B7%E3%83%A7%E3%83%83%E3%83%97%E3%82%A4%E3%83%AB%E3%82%B5%E3%83%B4%E3%82%A3%E3%83%BC%E3%83%8E/data=!4m2!3m1!1s0x6018e59d3898ad27:0xc34df23e7f2ed698,https://r.gnavi.co.jp/fparr8m80000/|https://retty.me/area/PRE13/ARE25/SUB2501/100001623156/,https://tabelog.com/tokyo/A1326/A132602/13269267/,true,true,fuchu-52
50,マクドナルド 四谷橋通り府中店,東京都府中市四谷2-15-2,06:00〜23:00,無休,あり,テラス席のみ,なし,,四谷橋通り沿いのマクドナルドで、愛犬同伴はテラス席のみです。気軽な食事やドライブ途中の休憩に使いやすい店舗です。,テラス席同伴可の記録あり。駐車場付きで、早朝から夜まで営業しています。,https://www.mcdonalds.co.jp/,https://www.instagram.com/mcdonaldsjapan/,テラス席ワンコ🆗です,https://www.google.com/maps/place/%E3%83%9E%E3%82%AF%E3%83%89%E3%83%8A%E3%83%AB%E3%83%89+%E5%9B%9B%E8%B0%B7%E6%A9%8B%E9%80%9A%E3%82%8A%E5%BA%9C%E4%B8%AD%E5%BA%97/data=!4m2!3m1!1s0x6018e47f06cfab77:0x5ef06fbda6e1567,https://map.mcdonalds.co.jp/map/13762,https://tabelog.com/tokyo/A1326/A132602/13119645/,true,false,fuchu-15
51,スターバックス コーヒー 府中くるる店,東京都府中市宮町1-50 くるる,07:00〜22:30,不定休,あり（施設駐車場）,テラス席のみ,なし,,府中駅直結のくるる内にあるスターバックスです。買い物や移動の合間に、テラスで愛犬とひと息つけます。,テラス席には日除け・雨除け・風除けがないため、穏やかな天候の日向き。施設駐車場ありです。,https://store.starbucks.co.jp/detail-630/,https://www.instagram.com/starbucks_j/,テラス席ワンコ🆗、日除け・雨除け・風除けいずれもなし,https://www.google.com/maps/place/%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%90%E3%83%83%E3%82%AF%E3%82%B9+%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC+%E5%BA%9C%E4%B8%AD%E3%81%8F%E3%82%8B%E3%82%8B%E5%BA%97/data=!4m2!3m1!1s0x6018e4e4b9c458ef:0x593f3854649177de,https://www.starbucks.co.jp/,https://tabelog.com/tokyo/A1326/A132602/13024845/,true,false,fuchu-16
52,はーもにぃ御休み処,東京都府中市宮町3-1,10:00〜17:00,第1・第3水曜日,あり,外席・ベンチ席,なし,,宮町の神社境内にある休憩処で、外のベンチ席を愛犬と利用できます。参拝や散歩の途中に寄りやすい穴場です。,植栽が多く日陰は確保しやすい一方、雨除け・風除けはありません。第1・第3水曜休みです。,https://www.fsyakyo.or.jp/hamony,,"店頭のベンチ席ワンコ🆗、神社内にあり雰囲気がある穴場。植樹が多く日除けは問題なし。
雨除け・風除けはなし。",https://www.google.com/maps/place/%E5%BE%A1%E4%BC%91%E3%81%BF%E5%87%A6/data=!4m2!3m1!1s0x6018e4e51659aaab:0x25dac05aab50e1c3,https://www.hotpepper.jp/strJ000718721/; https://matome.miil.me/miil/venues/851653,https://tabelog.com/tokyo/A1326/A132602/13088328/,true,false,fuchu-53
53,菩提樹,東京都府中市本町1-16-14,火・水・土・日 12:00〜17:00,月・木・金,店前駐車スペースあり（平日無料利用可）,テラス席,なし,,本町の菩提樹は、限られた営業日にのんびり過ごせる一軒です。テラス席なら愛犬同伴可です。,テラス席は日除け・雨除け・風除けなし。火・水・土・日営業で、平日は店前駐車スペースを無料利用できる記載があります。,,,テラス席ワンコ🆗、日除け・雨除け・風除けいずれもなし。,https://www.google.com/maps/place/%E8%8F%A9%E6%8F%90%E6%A8%B9/data=!4m2!3m1!1s0x6018e4e69173bdbd:0xa966ba2b297ff4ce,https://tzi3.shironuri.com/coffee/; https://r.gnavi.co.jp/714gzbu90000/,https://tabelog.com/tokyo/A1326/A132602/13054173/,true,false,fuchu-54
54,バイキングレストラン東北牧場,東京都府中市府中町1-5-1 ホテルコンチネンタル府中 新館1階,朝食7:00-9:30 ランチ11:30-15:00 ディナー17:00-22:00,店舗ページに定休の明記なし,ホテルは専用駐車場なし・提携駐車場案内あり（ホテル公式アクセス）,テラス席,なし,ホテル公式で営業時間・テラスペット可を確認,ホテルコンチネンタル府中の新館1階にあるバイキングレストランです。テラス席なら愛犬と一緒にホテル利用気分を楽しめます。,テラスは屋根付きですが冷暖房器具はなく、冬は寒さが気になるとのメモあり。BBQや鍋プランなど企画利用の情報もあります。,https://www.hotel-kochiya.com/restaurant/,,ホテル1Fのレストラン、テラス席ワンコ🆗、屋根ありだが、冷暖房器具はなし、冬は寒い、BBQや鍋プランなどいろんな企画がある。,https://www.google.com/maps/place/%E3%83%90%E3%82%A4%E3%82%AD%E3%83%B3%E3%82%B0%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3+%E6%9D%B1%E5%8C%97%E7%89%A7%E5%A0%B4/data=!4m2!3m1!1s0x6018e4fb50425a2f:0xf54354f6ec50b4dc,https://www.hotel-continental.co.jp/dining/,https://tabelog.com/tokyo/A1326/A132602/13175261/,true,false,fuchu-55
55,コパデ・カフェ,東京都府中市寿町1-1-32 清水ビル1F,月・火・木〜土 9:00〜20:30 / 日祝 10:00〜20:30,水曜日,なし（近隣コインパーキング利用）,外席・ベンチ席,なし,,府中駅北側エリアのカフェで、店頭の屋根付きベンチを愛犬と使えます。短時間の休憩や待ち合わせにも向く一軒です。,ワンコ連れ向けの休憩ベンチスペースがあるとのメモあり。水曜定休で、駐車場は近隣コインパーキング利用です。,https://copadecafe.jimdo.com,,店頭にワンコ連れ向けの休憩ベンチスペースあり。屋根あり。,https://www.google.com/maps/place/%E3%82%B3%E3%83%91%E3%83%87%E3%82%AB%E3%83%95%E3%82%A7%EF%BC%88CopadeCafe%EF%BC%89/data=!4m2!3m1!1s0x6018e4faf0edd263:0x24e87346bde0184b,https://r.gnavi.co.jp/c3t9fegg0000/,https://tabelog.com/tokyo/A1326/A132602/13036900/,true,false,fuchu-56
56,Dog Arts and Cafe インディハウス,東京都府中市幸町1-19-1,10:00～19:00,毎週火曜・水曜（祝日は営業）,店舗前4台程度（要電話確認）,店内OK,あり,公式「Wanの入店のお願い」参照,幸町のドッグフレンドリーカフェで、店内同伴OKの貴重な一軒です。ワンコ向けサービスが充実しています。,ワンコメニューが豊富で、記念日向けケーキなどの相談も可能。入店時は公式の「Wanの入店のお願い」を確認しておくと安心です。,,,ドッグフレンドリー、店内ワンコ🆗、ワンコメニュー豊富、記念日向けケーキなどの依頼も可能。,https://www.google.com/maps/place/%E3%82%A4%E3%83%B3%E3%83%87%E3%82%A3%E3%83%8F%E3%82%A6%E3%82%B9/data=!4m2!3m1!1s0x6018e4f8d1e09c05:0x5af9782e2b12cc05,https://www.honda.co.jp/dog/travel/data/shop-in/,https://tabelog.com/tokyo/A1326/A132602/13022821/,true,false,fuchu-57
57,立ち呑みたぬき,東京都府中市本町2-20-71,月・水〜土 11:30〜23:00 / 日祝 11:00〜22:00,火曜日,なし（近隣コインパーキング利用）,外席・ベンチ席,なし,,本町の立ち呑み店で、外席なら愛犬同伴可です。夜の一杯に立ち寄りやすい気軽さがあります。,外席は雨除け・風除けなし。冬は一部をこたつ席にする時期があるという情報もあり、季節で雰囲気が変わります。,,,外席ワンコ🆗、雨除け・風除けなし。夜のみなので日除けの考慮不要。冬は一部コタツ席にするとの情報あるが未確認。,https://www.google.com/maps/place/%E7%AB%8B%E3%81%A1%E5%91%91%E3%81%BF+%E3%81%9F%E3%81%AC%E3%81%8D/data=!4m2!3m1!1s0x6018e4ef441c2065:0xa721a774e6e25f72,https://rtrp.jp/spots/446fd9dc-11fe-4ca1-a82e-9f08b4738191/; https://retty.me/area/PRE13/ARE25/SUB2501/100000953471/,https://tabelog.com/tokyo/A1326/A132602/13110291/,true,false,fuchu-58
58,手造りダイニングバー アラカラバル,東京都府中市本町2-19-55 オルジュ本町1F,火〜土・祝前日 15:00〜24:00 / 日祝 12:00〜22:00,月曜日,なし（近隣コインパーキング利用）,外席・ベンチ席,なし,,本町のダイニングバーで、マンション1階の軒下に近い外席を愛犬と利用できます。雨や日差しの影響を受けにくいのが利点です。,建物配置のおかげで日除け・雨除けは比較的問題なく、夏はスポットクーラーあり。風除けと暖房器具はないため季節差には注意です。,,https://www.instagram.com/arakarabar/,外席ワンコ🆗、マンション1Fの一部スペースを利用するため雨除け日除けは問題なし。風除け、暖房器具なし。夏場はスポットクーラーあり。,https://www.google.com/maps/place/%E3%82%A2%E3%83%A9%E3%82%AB%E3%83%A9%E3%83%90%E3%83%AB/data=!4m2!3m1!1s0x6018e4ef5cdf3217:0xaa9ceb001dea6365,https://hitosara.com/0031247713/; https://www.enjoytokyo.jp/spot/l_20012347/,https://tabelog.com/tokyo/A1326/A132602/13168185/,true,true,fuchu-59
59,Tokyo Strawberry Cafe（東京いちごカフェ）,東京都府中市美好町3-16-2,11:00〜17:00（L.O.16:30）,火曜日,あり,外席・ベンチ席,なし,,美好町のいちごスイーツ店で、外の席を愛犬と利用できます。季節感のある甘いメニューを楽しみたい時に寄りたい一軒です。,外席は椅子とテーブルのみで、雨除け・日除けなし。火曜休みで、駐車場ありの記載があります。,https://fuchu-ichigogari.com/cafe/,https://www.instagram.com/fuchu.ichigogarien/,外席ワンコ🆗。イステーブルがあるのみで、雨除け日除けもなし。,https://www.google.com/maps/place/%E6%9D%B1%E4%BA%AC%E3%81%84%E3%81%A1%E3%81%94%E3%82%AB%E3%83%95%E3%82%A7/data=!4m2!3m1!1s0x6018e5062c665ebb:0xd95b7d27452348be,https://haveagood.holiday/spots/2658223,https://tabelog.com/tokyo/A1326/A132602/13263467/,true,false,fuchu-60
